schemaVersion,stableId,definitionKind,unitSemantic,authoringFamily,beforeUnitGrams,proposedUnitGrams,massFormula,producerIds,consumerIds,recipeInputAndOutputGrams,packageTareDisposition,maxStackMass,warehouseAndBufferImpact,ordinaryHaulBatch,ewuAndPriceImpact,sourceDigest,proposalReason,reviewDisposition
v27.mass.family-proposal.3,equipment-item:shield:wood,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,3500,3500,equipment-shape-material(mass:shield:wood:authority:v1),,,none,None:0g:none,units=1;before=3500g;proposed=3500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=3500;band=single-unit,OPEN:not-captured;authoredUnitPrice=85;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:wood:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:arquebus,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,5600,5600,equipment-shape-material(mass:weapon:arquebus:authority:v1),,,none,None:0g:none,units=1;before=5600g;proposed=5600g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=5600;band=single-unit,OPEN:not-captured;authoredUnitPrice=777;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:arquebus:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:blacksteel-poleaxe,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,6800,6800,equipment-shape-material(mass:weapon:blacksteel-poleaxe:authority:v1),,,none,None:0g:none,units=1;before=6800g;proposed=6800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=6800;band=single-unit,OPEN:not-captured;authoredUnitPrice=2581;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:blacksteel-poleaxe:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:composite-bow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,1800,1800,equipment-shape-material(mass:weapon:composite-bow:authority:v1),,,none,None:0g:none,units=1;before=1800g;proposed=1800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1800;band=single-unit,OPEN:not-captured;authoredUnitPrice=232;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:composite-bow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:crossbow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,3800,3800,equipment-shape-material(mass:weapon:crossbow:authority:v1),,,none,None:0g:none,units=1;before=3800g;proposed=3800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=3800;band=single-unit,OPEN:not-captured;authoredUnitPrice=366;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:crossbow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:dagger,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,700,700,equipment-shape-material(mass:weapon:dagger:authority:v1),,,none,None:0g:none,units=1;before=700g;proposed=700g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=700;band=single-unit,OPEN:not-captured;authoredUnitPrice=69;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:dagger:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:estoc,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2200,2200,equipment-shape-material(mass:weapon:estoc:authority:v1),,,none,None:0g:none,units=1;before=2200g;proposed=2200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2200;band=single-unit,OPEN:not-captured;authoredUnitPrice=138;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:estoc:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:falchion,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,1700,1700,equipment-shape-material(mass:weapon:falchion:authority:v1),,,none,None:0g:none,units=1;before=1700g;proposed=1700g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1700;band=single-unit,OPEN:not-captured;authoredUnitPrice=138;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:falchion:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:greatsword,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4600,4600,equipment-shape-material(mass:weapon:greatsword:authority:v1),,,none,None:0g:none,units=1;before=4600g;proposed=4600g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4600;band=single-unit,OPEN:not-captured;authoredUnitPrice=933;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:greatsword:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:halberd,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4200,4200,equipment-shape-material(mass:weapon:halberd:authority:v1),,,none,None:0g:none,units=1;before=4200g;proposed=4200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4200;band=single-unit,OPEN:not-captured;authoredUnitPrice=933;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:halberd:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:handgonne,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4800,4800,equipment-shape-material(mass:weapon:handgonne:authority:v1),,,none,None:0g:none,units=1;before=4800g;proposed=4800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4800;band=single-unit,OPEN:not-captured;authoredUnitPrice=729;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:handgonne:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:heavy-matchlock,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,8400,8400,equipment-shape-material(mass:weapon:heavy-matchlock:authority:v1),,,none,None:0g:none,units=1;before=8400g;proposed=8400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=8400;band=single-unit,OPEN:not-captured;authoredUnitPrice=1793;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:heavy-matchlock:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:javelin,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2000,2000,equipment-shape-material(mass:weapon:javelin:authority:v1),,,none,None:0g:none,units=1;before=2000g;proposed=2000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2000;band=single-unit,OPEN:not-captured;authoredUnitPrice=52;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:javelin:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:longbow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2100,2100,equipment-shape-material(mass:weapon:longbow:authority:v1),,,none,None:0g:none,units=1;before=2100g;proposed=2100g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2100;band=single-unit,OPEN:not-captured;authoredUnitPrice=122;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:longbow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:longsword,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,1800,1800,equipment-shape-material(mass:weapon:longsword:authority:v1),,,none,None:0g:none,units=1;before=1800g;proposed=1800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1800;band=single-unit,OPEN:not-captured;authoredUnitPrice=816;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:longsword:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:mace,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2800,2800,equipment-shape-material(mass:weapon:mace:authority:v1),,,none,None:0g:none,units=1;before=2800g;proposed=2800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2800;band=single-unit,OPEN:not-captured;authoredUnitPrice=186;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:mace:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:mana-lance,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4900,4900,equipment-shape-material(mass:weapon:mana-lance:authority:v1),,,none,None:0g:none,units=1;before=4900g;proposed=4900g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4900;band=single-unit,OPEN:not-captured;authoredUnitPrice=759;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:mana-lance:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:matchlock-long-gun,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,6400,6400,equipment-shape-material(mass:weapon:matchlock-long-gun:authority:v1),,,none,None:0g:none,units=1;before=6400g;proposed=6400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=6400;band=single-unit,OPEN:not-captured;authoredUnitPrice=982;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:matchlock-long-gun:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:matchlock-pistol,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2600,2600,equipment-shape-material(mass:weapon:matchlock-pistol:authority:v1),,,none,None:0g:none,units=1;before=2600g;proposed=2600g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2600;band=single-unit,OPEN:not-captured;authoredUnitPrice=1311;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:matchlock-pistol:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:pollaxe,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4800,4800,equipment-shape-material(mass:weapon:pollaxe:authority:v1),,,none,None:0g:none,units=1;before=4800g;proposed=4800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4800;band=single-unit,OPEN:not-captured;authoredUnitPrice=255;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:pollaxe:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:powered-striking-gauntlet,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,7200,7200,equipment-shape-material(mass:weapon:powered-striking-gauntlet:authority:v1),,,none,None:0g:none,units=1;before=7200g;proposed=7200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=7200;band=single-unit,OPEN:not-captured;authoredUnitPrice=838;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:powered-striking-gauntlet:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:repeating-crossbow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,4400,4400,equipment-shape-material(mass:weapon:repeating-crossbow:authority:v1),,,none,None:0g:none,units=1;before=4400g;proposed=4400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4400;band=single-unit,OPEN:not-captured;authoredUnitPrice=1235;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:repeating-crossbow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:rune-blade,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2200,2200,equipment-shape-material(mass:weapon:rune-blade:authority:v1),,,none,None:0g:none,units=1;before=2200g;proposed=2200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2200;band=single-unit,OPEN:not-captured;authoredUnitPrice=2033;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:rune-blade:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:rune-bow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,2400,2400,equipment-shape-material(mass:weapon:rune-bow:authority:v1),,,none,None:0g:none,units=1;before=2400g;proposed=2400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2400;band=single-unit,OPEN:not-captured;authoredUnitPrice=1281;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:rune-bow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:weapon:shortbow,ItemDefinitionSO,Weapon:1 complete combat equipment item,Weapon/EquipmentShapeAndMaterial,1400,1400,equipment-shape-material(mass:weapon:shortbow:authority:v1),,,none,None:0g:none,units=1;before=1400g;proposed=1400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1400;band=single-unit,OPEN:not-captured;authoredUnitPrice=122;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:weapon:shortbow:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
