schemaVersion,stableId,impactDomain,consumerKind,consumerStableId,metric,before,after,deltaStatus,rootCauseIds,formula
v27.mass.coupling.1,component:siege-counterweight,stack,ItemDefinitionSO,component:siege-counterweight,max-stack-mass-grams,117500,117500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1015,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1015,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1025,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1025,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1028,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1028,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1032,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1032,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1034,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1034,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1050,units-fit,10,10,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1051,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1051,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1052,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1052,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1053,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1053,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1054,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1054,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1062,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1062,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1802,units-fit,10,10,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1803,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:1803,units-fit,10,10,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-counterweight,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-reinforcement-kit,ewu,V27EmbeddedWorkValueCalculator,component:siege-reinforcement-kit,acquisition-mewu,2260225,2260225,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,component:siege-reinforcement-kit,ewu,V27EmbeddedWorkValueCalculator,component:siege-reinforcement-kit,recoverable-mewu,1521176,1521176,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,component:siege-reinforcement-kit,facility-output,BuildingProductionBufferAbility,building:8839|recipe:component:siege-reinforcement-kit|output:recipe:component:siege-reinforcement-kit/000/main/component:siege-reinforcement-kit,maximum-line-grams,2350,2350,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,component:siege-reinforcement-kit,facility-output-buffer,BuildingProductionBufferAbility,building:8839|recipe:component:siege-reinforcement-kit,required-capacity-grams,9400,9400,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,component:siege-reinforcement-kit,haul,ordinary-haul,nominal-25kg,target-max-units,4,4,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,component:siege-reinforcement-kit,haul,ordinary-haul,nominal-25kg,target-min-units,3,3,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,component:siege-reinforcement-kit,market,V27 market projection,component:siege-reinforcement-kit,sale-rate,0.59952914714813232,0.59952914714813232,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,component:siege-reinforcement-kit,market,V27 market projection,component:siege-reinforcement-kit,unit-price-gold,754,754,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,component:siege-reinforcement-kit,mass,ItemDefinitionSO,component:siege-reinforcement-kit,unit-grams,2350,2350,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,component:siege-reinforcement-kit,stack,ItemDefinitionSO,component:siege-reinforcement-kit,max-stack-mass-grams,117500,117500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1015,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1015,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1025,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1025,units-fit,5,5,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,component:siege-reinforcement-kit,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
